customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,address,postcode,state,country,property_valuation,size,margin,age,age_group,bigger_age_group
311,Jaimie,Halms,Female,86,1957-08-16,Internal Auditor,Health,High Net Worth,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,No,12.0,099 Nova Plaza,2227,NSW,Australia,10,6,675.7466666666668,63.0,"(59.0, 69.0]","(50.0, 70.0]"
312,Garek,Prattin,Male,44,1958-03-17,Desktop Support Technician,Financial Services,Affluent Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,Yes,6.0,252 Mockingbird Plaza,2216,NSW,Australia,10,6,833.6183333333333,63.0,"(59.0, 69.0]","(50.0, 70.0]"
313,Theo,McKune,Male,70,1987-12-22,Operator,Manufacturing,Mass Customer,N,!@#$%^&*(),Yes,13.0,990 Kensington Park,3796,VIC,Australia,8,6,531.105,33.0,"(29.0, 39.0]","(30.0, 50.0]"
314,Catie,Advani,Female,27,1962-08-25,Marketing Assistant,Retail,High Net Worth,N,åè£½æ¼¢èª,Yes,5.0,706 Anniversary Alley,3064,VIC,Australia,3,8,400.01875000000007,58.0,"(49.0, 59.0]","(50.0, 70.0]"
315,Lisa,Odlin,Female,67,1958-04-16,Chief Design Engineer,Manufacturing,Affluent Customer,N,á ,No,12.0,52 Corben Place,3197,VIC,Australia,10,9,244.45666666666668,62.0,"(59.0, 69.0]","(50.0, 70.0]"
316,Genni,Larway,Female,72,1976-06-01,Environmental Specialist,Manufacturing,Mass Customer,N,nil,Yes,10.0,4270 Loeprich Lane,3064,VIC,Australia,7,4,539.6775,44.0,"(39.0, 49.0]","(30.0, 50.0]"
317,Elicia,Dahler,Female,26,1974-02-10,Automation Specialist II,Entertainment,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",Yes,14.0,2 Clyde Gallagher Drive,2232,NSW,Australia,10,5,707.4780000000001,47.0,"(39.0, 49.0]","(30.0, 50.0]"
318,Libbie,Castelin,Female,21,1969-05-19,Programmer III,Retail,Affluent Customer,N,ð©ð½,Yes,18.0,671 American Ash Way,2365,NSW,Australia,2,7,518.8828571428571,51.0,"(49.0, 59.0]","(50.0, 70.0]"
319,Madelle,Matteris,Female,32,1971-10-11,,Retail,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,Yes,14.0,93 American Ash Avenue,2747,NSW,Australia,8,5,791.182,49.0,"(39.0, 49.0]","(30.0, 50.0]"
320,Aldous,Cubin,Male,19,1997-02-09,Registered Nurse,Health,Mass Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,No,4.0,1108 Nevada Junction,4701,QLD,Australia,2,10,720.4660000000001,24.0,"(19.0, 29.0]","(10.0, 30.0]"
321,Christean,Finnes,Female,58,1973-09-15,Marketing Manager,,Mass Customer,N,â£,No,18.0,41 Spaight Road,4503,QLD,Australia,5,5,401.236,47.0,"(39.0, 49.0]","(30.0, 50.0]"
322,De,Denington,Female,19,1977-03-10,Research Associate,Financial Services,Mass Customer,N,100,Yes,11.0,5 Schurz Place,4350,QLD,Australia,6,12,861.7974999999998,44.0,"(39.0, 49.0]","(30.0, 50.0]"
323,Celka,Goodrich,Female,54,1973-06-04,Senior Developer,Health,Mass Customer,N,â°â´âµâââ,Yes,7.0,82 8th Alley,4210,QLD,Australia,9,6,336.78833333333336,47.0,"(39.0, 49.0]","(30.0, 50.0]"
324,Franz,Lyptrit,Male,97,1986-08-05,Computer Systems Analyst I,IT,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,15.0,84 Lawn Way,2223,NSW,Australia,9,5,355.93999999999994,34.0,"(29.0, 39.0]","(30.0, 50.0]"
325,Anthia,Ghilardini,Female,98,1971-09-26,Computer Systems Analyst I,Financial Services,Affluent Customer,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,17.0,0 Coolidge Avenue,4122,QLD,Australia,8,7,744.18,49.0,"(39.0, 49.0]","(30.0, 50.0]"
326,Guenna,Spensly,Female,74,1980-02-16,Help Desk Operator,Financial Services,Mass Customer,N,"__ï¾(,_,*)",No,6.0,0 Graceland Plaza,2515,NSW,Australia,10,3,400.4166666666666,41.0,"(39.0, 49.0]","(30.0, 50.0]"
327,Cris,Richfield,Female,10,1968-07-24,Design Engineer,Health,Mass Customer,N,ï½ï½¨(Â´âï½â©,No,12.0,8717 Mandrake Place,4214,QLD,Australia,8,5,699.726,52.0,"(49.0, 59.0]","(50.0, 70.0]"
328,Bernice,Kings,Female,87,1991-04-11,Senior Developer,Manufacturing,Mass Customer,N,ã,No,12.0,2 Thierer Lane,3437,VIC,Australia,8,8,294.725,29.0,"(19.0, 29.0]","(10.0, 30.0]"
329,Garvy,Berthel,Male,25,1984-11-20,Account Representative IV,Entertainment,High Net Worth,N,1,Yes,12.0,19507 Red Cloud Park,3338,VIC,Australia,4,6,603.0016666666667,36.0,"(29.0, 39.0]","(30.0, 50.0]"
330,Port,Pancost,Male,78,1959-06-03,Recruiting Manager,Manufacturing,High Net Worth,N,â°â´âµ,Yes,7.0,3 Golf Course Avenue,2203,NSW,Australia,9,6,882.7999999999998,61.0,"(59.0, 69.0]","(50.0, 70.0]"
331,Ford,Groucock,Male,87,1998-09-23,Desktop Support Technician,Health,Mass Customer,N,ð,Yes,3.0,042 Bunker Hill Avenue,2088,NSW,Australia,8,7,734.1116666666667,22.0,"(19.0, 29.0]","(10.0, 30.0]"
332,Liza,Trouel,Female,23,1978-08-19,Registered Nurse,Health,High Net Worth,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,14.0,45793 Nancy Plaza,4226,QLD,Australia,8,2,119.67500000000001,42.0,"(39.0, 49.0]","(30.0, 50.0]"
333,Debbi,Doohey,Female,25,1965-06-20,Sales Associate,Financial Services,Affluent Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,Yes,8.0,314 Northland Plaza,4213,QLD,Australia,5,7,474.30000000000007,55.0,"(49.0, 59.0]","(50.0, 70.0]"
334,Fredi,Iannuzzelli,Female,71,1999-05-20,Financial Advisor,Financial Services,Affluent Customer,N,0,Yes,3.0,3093 Mockingbird Place,3356,VIC,Australia,2,6,354.59833333333336,21.0,"(19.0, 29.0]","(10.0, 30.0]"
335,Debee,Martynov,Female,20,1983-04-19,Senior Editor,,Affluent Customer,N,(ï½¡â â âï½¡),No,8.0,82 Mcbride Trail,3223,VIC,Australia,6,2,228.49499999999995,37.0,"(29.0, 39.0]","(30.0, 50.0]"
336,Georgiana,Wallington,Female,91,1980-01-06,,Manufacturing,High Net Worth,N,á ,No,3.0,24044 Bonner Hill,3032,VIC,Australia,8,5,519.632,41.0,"(39.0, 49.0]","(30.0, 50.0]"
337,Shaylah,Urquhart,Female,67,1979-10-08,Statistician IV,Argiculture,High Net Worth,N,nil,Yes,12.0,1 Rowland Circle,3105,VIC,Australia,10,6,564.8033333333333,41.0,"(39.0, 49.0]","(30.0, 50.0]"
338,Hilliary,Littrell,Female,33,1958-03-14,,Health,Mass Customer,N,á ,No,19.0,7 Arapahoe Pass,3101,VIC,Australia,12,7,334.8157142857143,63.0,"(59.0, 69.0]","(50.0, 70.0]"
339,Nanny,Casero,Female,56,1980-01-11,Human Resources Manager,Health,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,12.0,7905 Spaight Alley,2763,NSW,Australia,8,5,865.448,41.0,"(39.0, 49.0]","(30.0, 50.0]"
340,Joshuah,Purvey,Male,39,1973-07-31,,Argiculture,Mass Customer,N,,Yes,17.0,8 Grayhawk Circle,2089,NSW,Australia,10,8,347.67,47.0,"(39.0, 49.0]","(30.0, 50.0]"
341,Jeremiah,Wasling,Male,10,1976-08-25,GIS Technical Architect,Financial Services,Mass Customer,N,åè£½æ¼¢èª,No,5.0,3 Lyons Road,2759,NSW,Australia,8,2,477.53999999999996,44.0,"(39.0, 49.0]","(30.0, 50.0]"
342,Winslow,Hammant,Male,40,1987-05-19,Programmer IV,Health,High Net Worth,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,2.0,72419 Eagan Road,2040,NSW,Australia,10,4,166.7875,33.0,"(29.0, 39.0]","(30.0, 50.0]"
343,Nicole,Johananoff,Female,76,1957-08-14,Recruiter,Property,Affluent Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,13.0,6860 Green Ridge Avenue,2126,NSW,Australia,11,9,577.0622222222222,63.0,"(59.0, 69.0]","(50.0, 70.0]"
344,Carlene,Eyckelbeck,Female,91,1973-07-18,,,High Net Worth,N,,Yes,4.0,85 Straubel Park,2147,NSW,Australia,9,9,900.14,47.0,"(39.0, 49.0]","(30.0, 50.0]"
345,Tish,Oleksiak,Female,74,1989-02-03,Senior Sales Associate,Health,High Net Worth,N,1,Yes,17.0,08 Ronald Regan Plaza,2251,NSW,Australia,9,7,567.3514285714285,32.0,"(29.0, 39.0]","(30.0, 50.0]"
346,Timmie,Eisikowitz,Male,68,1981-03-15,Financial Analyst,Financial Services,Mass Customer,N,-1,No,3.0,44621 Linden Drive,2155,NSW,Australia,10,9,713.411111111111,40.0,"(39.0, 49.0]","(30.0, 50.0]"
347,Berkly,Grishinov,Male,50,1965-06-06,Marketing Manager,Financial Services,Mass Customer,N,00ËÆ$-,No,9.0,3 Moulton Lane,2153,NSW,Australia,9,7,1189.4814285714285,55.0,"(49.0, 59.0]","(50.0, 70.0]"
348,Gan,Devoy,Male,20,1980-11-01,Assistant Professor,Retail,Mass Customer,N,é¨è½æ ¼,Yes,9.0,7633 Mayer Plaza,2768,NSW,Australia,10,6,345.33166666666665,40.0,"(39.0, 49.0]","(30.0, 50.0]"
349,Vinnie,Usherwood,Female,35,1981-04-15,Computer Systems Analyst IV,Manufacturing,High Net Worth,N,,No,4.0,98 Westerfield Trail,3127,VIC,Australia,11,5,333.852,39.0,"(29.0, 39.0]","(30.0, 50.0]"
350,Carmela,Jesper,Female,47,1977-12-09,Clinical Specialist,Health,Mass Customer,N,1,Yes,9.0,1826 Hazelcrest Park,3087,VIC,Australia,9,6,168.11833333333337,43.0,"(39.0, 49.0]","(30.0, 50.0]"
351,Dev,Hafner,Male,69,1999-05-12,Pharmacist,Health,Mass Customer,N,ï»¿,Yes,2.0,98 Sutteridge Point,3131,VIC,Australia,10,2,719.3100000000001,21.0,"(19.0, 29.0]","(10.0, 30.0]"
352,Orrin,Finding,Male,12,1979-07-08,Sales Representative,Retail,Mass Customer,N,â,No,4.0,6 Sunbrook Center,4350,QLD,Australia,6,6,734.0666666666667,41.0,"(39.0, 49.0]","(30.0, 50.0]"
353,Antonia,Cardis,Female,9,1980-10-09,Information Systems Manager,,Mass Customer,N,ð©ð½,No,3.0,143 Elka Circle,3134,VIC,Australia,9,11,617.53,40.0,"(39.0, 49.0]","(30.0, 50.0]"
354,Mavra,Donavan,Female,87,1980-11-26,Legal Assistant,Property,Mass Customer,N,1,No,9.0,0293 Porter Crossing,2830,NSW,Australia,5,6,516.9533333333333,40.0,"(39.0, 49.0]","(30.0, 50.0]"
355,Stacy,Gullane,Female,97,1979-06-01,Database Administrator II,Retail,Mass Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,3.0,7447 Nevada Park,2193,NSW,Australia,8,5,532.55,41.0,"(39.0, 49.0]","(30.0, 50.0]"
356,Nichole,,Female,10,1975-03-30,Librarian,Entertainment,High Net Worth,N,-1,No,5.0,7 Park Meadow Drive,4055,QLD,Australia,3,5,471.6,45.0,"(39.0, 49.0]","(30.0, 50.0]"
357,Betta,Shrimpton,Female,21,1969-01-25,Director of Sales,,Affluent Customer,N,,No,18.0,780 Carberry Place,3199,VIC,Australia,9,8,556.9362500000001,52.0,"(49.0, 59.0]","(50.0, 70.0]"
358,Kippie,Crimpe,Female,54,1985-12-27,Accounting Assistant IV,,Mass Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,18.0,5337 Dennis Pass,2170,NSW,Australia,9,2,702.995,35.0,"(29.0, 39.0]","(30.0, 50.0]"
359,Dulcine,Gauson,Female,2,1958-11-28,Legal Assistant,Manufacturing,Affluent Customer,N,nil,Yes,6.0,7 Debs Point,2322,NSW,Australia,4,10,292.176,62.0,"(59.0, 69.0]","(50.0, 70.0]"
360,Atalanta,Starbucke,Female,64,1956-04-02,Staff Scientist,Property,Mass Customer,N,100,Yes,19.0,708 Russell Parkway,2530,NSW,Australia,7,5,1014.0459999999999,64.0,"(59.0, 69.0]","(50.0, 70.0]"
361,Stephana,Minero,Female,59,1999-03-27,Software Engineer IV,Health,Mass Customer,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,Yes,2.0,66286 Homewood Alley,2075,NSW,Australia,11,7,489.7357142857143,21.0,"(19.0, 29.0]","(10.0, 30.0]"
362,Jamima,Pirolini,Female,47,1974-11-17,Software Engineer IV,Financial Services,High Net Worth,N,ì¬íê³¼íì ì´íì°êµ¬ì,Yes,18.0,8728 Express Way,2340,NSW,Australia,7,5,294.608,46.0,"(39.0, 49.0]","(30.0, 50.0]"
363,Sabrina,Caddy,Female,82,1988-03-04,Project Manager,Retail,Mass Customer,N,ð¾ ð ð ð ð ð ð ð,Yes,7.0,93583 Moland Way,2066,NSW,Australia,12,6,1576.3616666666665,33.0,"(29.0, 39.0]","(30.0, 50.0]"
364,Leontyne,Simpkiss,Female,96,1976-09-30,Database Administrator III,Financial Services,Affluent Customer,N,âââ,No,11.0,18264 Maryland Way,4217,QLD,Australia,9,6,554.995,44.0,"(39.0, 49.0]","(30.0, 50.0]"
365,Romona,Capitano,Female,98,1976-06-27,VP Quality Control,Property,High Net Worth,N,ç°ä¸­ããã«ããã¦ä¸ãã,No,15.0,411 Homewood Lane,4020,QLD,Australia,5,7,674.8628571428571,44.0,"(39.0, 49.0]","(30.0, 50.0]"
366,Constance,Ucchino,Female,7,1954-01-08,Librarian,Entertainment,High Net Worth,N,â©testâ©,No,19.0,8 Mariners Cove Drive,2096,NSW,Australia,10,6,448.7833333333333,67.0,"(59.0, 69.0]","(50.0, 70.0]"
367,Katrinka,Sturrock,Female,93,1985-02-17,Programmer II,Manufacturing,Mass Customer,N,100,Yes,12.0,279 Jenna Circle,2179,NSW,Australia,12,6,605.7416666666667,36.0,"(29.0, 39.0]","(30.0, 50.0]"
368,Lacee,Roan,Female,32,1986-11-26,,Financial Services,High Net Worth,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),No,6.0,382 Maywood Parkway,4127,QLD,Australia,6,9,437.74777777777774,34.0,"(29.0, 39.0]","(30.0, 50.0]"
369,Alic,Trenear,Male,19,1991-08-24,Actuary,Financial Services,Mass Customer,N,á ,Yes,9.0,6085 Petterle Circle,3130,VIC,Australia,10,8,491.47125000000005,29.0,"(19.0, 29.0]","(10.0, 30.0]"
370,Trstram,Bondesen,Male,91,1998-07-27,,Telecommunications,Affluent Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,Yes,3.0,06324 Michigan Trail,4570,QLD,Australia,4,7,470.03714285714284,22.0,"(19.0, 29.0]","(10.0, 30.0]"
371,Pernell,Favelle,Male,7,1954-07-06,Systems Administrator III,Financial Services,Mass Customer,N,âââ,No,7.0,92808 Mallard Terrace,3215,VIC,Australia,4,5,1000.9040000000001,66.0,"(59.0, 69.0]","(50.0, 70.0]"
372,Moina,Thumim,Female,19,1987-08-13,Graphic Designer,Property,Affluent Customer,N,-100,Yes,4.0,841 Anderson Drive,3101,VIC,Australia,8,8,324.76625,33.0,"(29.0, 39.0]","(30.0, 50.0]"
373,Eva,Colenutt,Female,95,2000-08-26,Structural Analysis Engineer,Health,High Net Worth,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,Yes,1.0,67884 Fair Oaks Parkway,3931,VIC,Australia,9,1,1103.43,20.0,"(19.0, 29.0]","(10.0, 30.0]"
374,Valdemar,MacCoughen,Male,81,1992-01-22,Senior Financial Analyst,Financial Services,Mass Customer,N,ð¾ ð ð ð ð ð ð ð§,Yes,8.0,1823 Judy Center,3165,VIC,Australia,10,6,878.625,29.0,"(19.0, 29.0]","(10.0, 30.0]"
375,Salvidor,Renzo,Male,13,1976-08-23,Automation Specialist II,Manufacturing,Mass Customer,N,2018-02-01 00:00:00,Yes,7.0,953 Eliot Crossing,2166,NSW,Australia,9,4,121.99999999999999,44.0,"(39.0, 49.0]","(30.0, 50.0]"
376,Marena,Brunotti,Female,60,1966-10-24,Financial Advisor,Financial Services,Mass Customer,N,ð¾ ð ð ð ð ð ð ð,Yes,19.0,90761 Shasta Pass,3936,VIC,Australia,7,3,122.72333333333336,54.0,"(49.0, 59.0]","(50.0, 70.0]"
377,Levy,Bonavia,Male,65,1999-05-19,Staff Scientist,Argiculture,Mass Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,1.0,259 Barnett Crossing,2265,NSW,Australia,5,13,356.41416666666674,21.0,"(19.0, 29.0]","(10.0, 30.0]"
378,Raquela,Yuille,Female,98,1974-05-04,Senior Developer,Retail,Mass Customer,N,Ù¡Ù¢Ù£,No,17.0,0 Brown Trail,2203,NSW,Australia,9,7,462.33142857142855,46.0,"(39.0, 49.0]","(30.0, 50.0]"
379,Bert,Ainslie,Male,2,1980-03-13,,Manufacturing,High Net Worth,N,-100,Yes,4.0,3467 Prairie Rose Lane,3034,VIC,Australia,7,2,320.46500000000003,41.0,"(39.0, 49.0]","(30.0, 50.0]"
380,Teriann,Birdsey,Female,66,1956-05-15,Structural Engineer,Property,Mass Customer,N,â£,No,17.0,24 Scoville Parkway,4670,QLD,Australia,1,8,774.52,64.0,"(59.0, 69.0]","(50.0, 70.0]"
381,Leesa,Castleman,Female,99,1996-11-30,Sales Associate,,Affluent Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,1.0,010 Namekagon Parkway,2062,NSW,Australia,12,8,566.7800000000001,24.0,"(19.0, 29.0]","(10.0, 30.0]"
382,Issiah,Fardell,Male,68,1985-08-14,Research Nurse,Health,Mass Customer,N,â«testâ«,Yes,7.0,99826 Steensland Avenue,2162,NSW,Australia,5,7,236.7785714285714,35.0,"(29.0, 39.0]","(30.0, 50.0]"
383,Barclay,Shalders,Male,37,1978-07-15,Nurse Practicioner,,Affluent Customer,N,1;DROP TABLE users,No,14.0,28809 Mesta Pass,4170,QLD,Australia,8,3,329.1633333333333,42.0,"(39.0, 49.0]","(30.0, 50.0]"
384,Friederike,Bestar,Female,70,1976-08-06,,Financial Services,Affluent Customer,N,á ,No,17.0,201 Randy Parkway,3033,VIC,Australia,7,5,583.518,44.0,"(39.0, 49.0]","(30.0, 50.0]"
385,Kendall,Humes,Male,69,1966-12-07,Project Manager,Health,High Net Worth,N,â,No,9.0,58211 Surrey Crossing,2170,NSW,Australia,9,9,580.0577777777777,54.0,"(49.0, 59.0]","(50.0, 70.0]"
386,Ethelyn,Pincott,Female,63,1990-10-27,Senior Quality Engineer,Argiculture,Mass Customer,N,á,No,5.0,720 Menomonie Avenue,2749,NSW,Australia,8,5,483.1940000000001,30.0,"(29.0, 39.0]","(10.0, 30.0]"
387,Spike,Thieme,Male,34,1977-02-19,Administrative Officer,Financial Services,Mass Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,No,22.0,4604 Cordelia Drive,2144,NSW,Australia,10,3,1139.26,44.0,"(39.0, 49.0]","(30.0, 50.0]"
388,Carlye,Bartle,Female,53,1966-05-25,,Financial Services,Mass Customer,N,100,Yes,11.0,3788 Service Trail,3805,VIC,Australia,8,3,611.3433333333334,54.0,"(49.0, 59.0]","(50.0, 70.0]"
389,Dorene,Scrivner,Female,97,1975-04-27,Help Desk Operator,Entertainment,Affluent Customer,N,ã,Yes,17.0,8 Holy Cross Center,2047,NSW,Australia,9,6,353.8766666666667,45.0,"(39.0, 49.0]","(30.0, 50.0]"
390,Royall,Slimings,Male,83,1997-11-25,Programmer Analyst II,Health,Affluent Customer,N,ï»¿,No,3.0,740 Calypso Drive,2100,NSW,Australia,10,6,251.86666666666667,23.0,"(19.0, 29.0]","(10.0, 30.0]"
391,Duffie,Woodier,Male,80,1970-03-25,,Argiculture,Mass Customer,N,â¦testâ§,No,16.0,9457 Arizona Plaza,2642,NSW,Australia,2,4,328.765,50.0,"(49.0, 59.0]","(30.0, 50.0]"
392,Brandyn,Morrid,Male,38,1978-06-14,Safety Technician I,Property,Mass Customer,N,ï½ï½¨(Â´âï½â©,No,13.0,75 Bartillon Street,3228,VIC,Australia,8,7,717.9014285714287,42.0,"(39.0, 49.0]","(30.0, 50.0]"
393,Cesaro,Isbell,Male,35,1955-02-08,Associate Professor,Manufacturing,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,9.0,7 Reinke Junction,2145,NSW,Australia,10,2,433.28999999999996,66.0,"(59.0, 69.0]","(50.0, 70.0]"
394,Roanne,Cowthard,Female,70,1977-06-06,Legal Assistant,Health,High Net Worth,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,16.0,7343 Washington Road,2287,NSW,Australia,5,8,680.6825,43.0,"(39.0, 49.0]","(30.0, 50.0]"
395,Penn,Burkinshaw,Male,28,1976-11-27,Data Coordiator,Retail,High Net Worth,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,9.0,3 Valley Edge Trail,3444,VIC,Australia,7,7,656.8199999999999,44.0,"(39.0, 49.0]","(30.0, 50.0]"
396,Peria,Iscowitz,Female,98,1967-01-25,Systems Administrator III,Telecommunications,High Net Worth,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",Yes,16.0,32 Farragut Avenue,2076,NSW,Australia,11,6,774.5216666666669,54.0,"(49.0, 59.0]","(50.0, 70.0]"
397,Nerissa,Foote,Female,86,1981-09-02,Paralegal,Financial Services,Affluent Customer,N,ð,Yes,5.0,5 Florence Hill,4124,QLD,Australia,7,6,523.6,39.0,"(29.0, 39.0]","(30.0, 50.0]"
398,Randee,Douberday,Female,20,1969-01-18,,Retail,Affluent Customer,N,1000000000000000049861653971908893017010268485438462151574892930611988399099305815384459015356416,No,11.0,095 Prairieview Circle,3191,VIC,Australia,12,7,134.07142857142853,52.0,"(49.0, 59.0]","(50.0, 70.0]"
399,Nickie,Neissen,Male,26,1976-07-18,Engineer III,Manufacturing,Affluent Customer,N,"'""''''""",Yes,16.0,47226 Algoma Place,4305,QLD,Australia,3,6,836.75,44.0,"(39.0, 49.0]","(30.0, 50.0]"
400,Sibeal,Fellow,Female,86,1962-05-19,Financial Analyst,Financial Services,Mass Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,5.0,564 Northview Junction,3195,VIC,Australia,11,5,537.784,58.0,"(49.0, 59.0]","(50.0, 70.0]"
401,Halette,Helling,Female,56,1986-12-11,Assistant Professor,Retail,Mass Customer,N,â¡,No,15.0,5359 Alpine Hill,2579,NSW,Australia,5,7,520.4328571428571,34.0,"(29.0, 39.0]","(30.0, 50.0]"
402,Berne,Donegan,Male,9,1977-06-03,Desktop Support Technician,Retail,Affluent Customer,N,testâ testâ«,No,22.0,586 Miller Parkway,2835,NSW,Australia,1,6,827.5716666666666,43.0,"(39.0, 49.0]","(30.0, 50.0]"
403,Easter,Laffoley-Lane,Female,40,1975-10-17,Graphic Designer,,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,17.0,32571 Dixon Center,3337,VIC,Australia,3,6,608.9483333333333,45.0,"(39.0, 49.0]","(30.0, 50.0]"
404,Sinclair,Sustins,Male,92,1995-12-17,Geologist I,Financial Services,Affluent Customer,N,ç°ä¸­ããã«ããã¦ä¸ãã,Yes,4.0,333 Bunting Crossing,2536,NSW,Australia,4,9,551.7444444444444,25.0,"(19.0, 29.0]","(10.0, 30.0]"
405,Vivien,Urion,Female,19,1971-09-28,,Manufacturing,High Net Worth,N,á ,Yes,14.0,1 Red Cloud Street,2770,NSW,Australia,8,6,556.39,49.0,"(39.0, 49.0]","(30.0, 50.0]"
406,Rhona,Spilsburie,Female,58,1987-06-16,Financial Analyst,Financial Services,High Net Worth,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,12.0,07 New Castle Circle,2646,NSW,Australia,1,6,581.0233333333333,33.0,"(29.0, 39.0]","(30.0, 50.0]"
407,Chryste,Acum,Female,82,1979-01-12,Structural Analysis Engineer,,High Net Worth,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,Yes,15.0,78152 Harper Parkway,2756,NSW,Australia,8,9,455.1177777777778,42.0,"(39.0, 49.0]","(30.0, 50.0]"
408,Kurtis,Baistow,Male,79,1991-08-31,Senior Financial Analyst,Financial Services,Affluent Customer,N,",./;'[]\-=",No,11.0,981 West Way,3133,VIC,Australia,10,5,616.4559999999999,29.0,"(19.0, 29.0]","(10.0, 30.0]"
