customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
3643,Bettye,Dumberrill,Female,62,1971-02-08,Technical Writer,,Mass Customer,N,-0.5,No,15.0
3644,Peder,Frotton,Male,13,1968-01-18,Physical Therapy Assistant,Financial Services,High Net Worth,N,-0.5,Yes,17.0
3645,Cozmo,Rylstone,Male,47,1961-07-04,Structural Analysis Engineer,Manufacturing,High Net Worth,N,/dev/null; touch /tmp/blns.fail ; echo,No,14.0
3646,Allene,Pauly,Female,0,1981-10-22,Social Worker,Health,Mass Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",No,4.0
3647,Carlyle,Frape,Male,62,1971-11-07,Marketing Manager,,Affluent Customer,N,../../../../../../../../../../../etc/passwd%00,No,4.0
3648,Tracie,Bartolomeoni,Female,82,1954-02-21,Paralegal,Financial Services,Mass Customer,N,1,No,5.0
3649,Jayne,Gawthrope,Female,66,1977-07-12,Office Assistant II,Property,Mass Customer,N,1000000000000000049861653971908893017010268485438462151574892930611988399099305815384459015356416,Yes,12.0
3650,Darrelle,Rosas,Female,85,1999-10-21,Office Assistant I,IT,Mass Customer,N,../../../../../../../../../../../etc/hosts,Yes,2.0
3651,Baxie,,Male,91,1999-11-15,Human Resources Assistant I,Manufacturing,Mass Customer,N,nil,No,2.0
3652,Aldrich,Camble,Male,20,1955-02-06,Nurse,Health,High Net Worth,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,Yes,17.0
3653,Devlen,Perrett,Male,7,1991-01-04,Environmental Specialist,,Mass Customer,N,!@#$%^&*(),Yes,8.0
3654,Kenyon,Paddefield,,78,,Electrical Engineer,Manufacturing,Mass Customer,N,,No,
3655,Waldemar,Mostin,Male,82,1974-06-01,,,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,19.0
3656,Talia,Sidnell,Female,14,1976-12-24,,Property,Mass Customer,N,!@#$%^&*(),Yes,3.0
3657,Wyatan,Rogeon,Male,95,1961-07-24,,,High Net Worth,N,ð¾ ð ð ð ð ð ð ð,No,8.0
3658,Bo,Vell,Male,15,1962-10-20,,Entertainment,Mass Customer,N,,Yes,9.0
3659,Farra,Catto,Female,76,1976-12-23,VP Sales,Financial Services,High Net Worth,N,â°â´âµ,No,10.0
3660,Gradeigh,Hothersall,Male,99,1981-03-14,Administrative Assistant IV,Financial Services,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,No,7.0
3661,Tadeas,Shitliff,Male,34,1965-12-18,Research Associate,Manufacturing,Mass Customer,N,NIL,Yes,7.0
3662,Pippo,Cator,Male,79,1977-12-30,Community Outreach Specialist,Retail,Mass Customer,N,â¢,No,15.0
3663,Hermy,Casement,Male,62,1998-02-10,Information Systems Manager,,Affluent Customer,N,1/0,No,1.0
3664,Faina,Czaja,Female,5,1990-02-23,Software Test Engineer I,Manufacturing,Mass Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,Yes,7.0
3665,Toma,Klaaasen,Female,19,1989-03-23,Dental Hygienist,Health,Mass Customer,N,"'""''''""",No,6.0
3666,Mathew,Marousek,Male,56,1957-03-27,Statistician II,Health,High Net Worth,N,â¢,No,10.0
3667,Nettie,Goghin,Female,3,1983-02-06,Graphic Designer,Retail,Mass Customer,N,-100,Yes,8.0
3668,Katlin,Ragsdale,Female,79,1955-02-09,Desktop Support Technician,Property,Mass Customer,N,â¢,Yes,6.0
3669,Maynard,Isaq,Male,11,1977-06-18,Design Engineer,Manufacturing,Affluent Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,No,18.0
3670,Leupold,Bernardini,Male,62,1977-03-20,,Financial Services,Affluent Customer,N,â©testâ©,Yes,17.0
3671,Crystie,Deshorts,Female,98,1992-01-05,Programmer Analyst III,,Affluent Customer,N,nil,No,7.0
3672,Werner,Yglesias,Male,32,1987-05-25,,IT,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,13.0
3673,Tobin,Fucher,Male,72,1979-09-28,,Manufacturing,Mass Customer,N,-0.5,Yes,11.0
3674,Rodger,Gores,Male,59,1998-12-24,Tax Accountant,Property,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,3.0
3675,Samuele,Heller,Male,88,1999-12-17,Analog Circuit Design manager,Property,Affluent Customer,N,á ,Yes,1.0
3676,Derk,Willingale,Male,27,1965-12-15,Health Coach I,Health,Affluent Customer,N,ã,No,11.0
3677,Bartel,Fonteyne,Male,3,1986-07-11,Senior Financial Analyst,Financial Services,Mass Customer,N,â«testâ«,Yes,20.0
3678,Tonya,Worthington,Female,52,1969-08-06,Engineer IV,Manufacturing,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,19.0
3679,Murielle,Klimkov,Female,72,1992-05-05,Developer II,,High Net Worth,N,-1,No,6.0
3680,Sawyere,Onele,Male,17,1983-08-11,Accountant I,Retail,High Net Worth,N,0,No,3.0
3681,Doll,Benedicto,Female,90,1962-02-06,Community Outreach Specialist,Property,Mass Customer,N,â£,Yes,20.0
3682,Dukie,Asson,Male,94,1978-06-15,GIS Technical Architect,Financial Services,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,Yes,11.0
3683,Lorain,Maliphant,Female,67,1957-03-30,Chief Design Engineer,,Mass Customer,N,ð,Yes,11.0
3684,Jeffie,Mortell,Male,13,1974-04-25,Food Chemist,Health,High Net Worth,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,Yes,4.0
3685,Solomon,Ruffles,Male,86,1989-06-12,Human Resources Manager,Financial Services,Affluent Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,16.0
3686,Shirley,Siss,Female,20,1976-08-06,,Financial Services,High Net Worth,N,ï½ï½¨(Â´âï½â©,Yes,15.0
3687,Jessie,Wards,Male,84,1971-10-14,Software Engineer III,Manufacturing,Mass Customer,N,../../../../../../../../../../../etc/hosts,Yes,14.0
3688,Fritz,Le Merchant,Male,87,1994-04-27,General Manager,IT,Affluent Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,5.0
3689,Orel,Joncic,Female,26,1967-09-25,,Health,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,7.0
3690,Sheela,Nutton,Female,86,1957-05-11,Chemical Engineer,Manufacturing,Mass Customer,N,"'""''''""",No,17.0
3691,Mathew,Seid,Male,73,1973-08-16,Environmental Tech,Retail,Affluent Customer,N,â£,No,11.0
3692,Linea,Kubica,Female,47,1961-11-05,Business Systems Development Analyst,,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,Yes,6.0
3693,Brenna,Raft,Female,58,1985-01-19,,Manufacturing,Affluent Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",Yes,21.0
3694,Antoni,MacAllister,Male,91,1984-04-19,,Health,Mass Customer,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",Yes,10.0
3695,Lem,Clamp,Male,33,1978-02-27,Account Coordinator,Entertainment,Affluent Customer,N,á ,Yes,3.0
3696,Orlan,Dunning,Male,27,1962-12-11,Senior Financial Analyst,Financial Services,High Net Worth,N,,No,15.0
3697,Zebedee,Christal,Male,47,1978-10-10,Recruiting Manager,,Mass Customer,N,ð©ð½,Yes,8.0
3698,Devon,Baudic,Female,49,1995-10-03,Geological Engineer,Manufacturing,Mass Customer,N,ï½ï½¨(Â´âï½â©,No,4.0
3699,Lillian,Somerfield,Female,40,1990-10-08,Recruiting Manager,Manufacturing,Mass Customer,N,(ï½¡â â âï½¡),No,5.0
3700,Lazar,Restall,Male,64,1971-09-06,Associate Professor,Entertainment,Mass Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,19.0
3701,Anstice,Dunsmuir,Female,93,1974-01-20,Physical Therapy Assistant,,Affluent Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,9.0
3702,Floyd,Meharry,Male,74,1993-02-18,Biostatistician IV,Health,Mass Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,No,10.0
3703,Kelvin,Oldford,Male,37,1973-06-18,Teacher,Property,Affluent Customer,N,Ù¡Ù¢Ù£,No,9.0
3704,Haslett,Ropars,Male,54,1975-05-08,Health Coach III,Health,High Net Worth,N,á,Yes,6.0
3705,Tedmund,Clawsley,Male,26,1971-12-04,,Manufacturing,Mass Customer,N,"__ï¾(,_,*)",Yes,15.0
3706,Darby,Jellett,Male,20,1966-04-03,Assistant Professor,Argiculture,Affluent Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,10.0
3707,Marten,Posnette,Male,10,1993-05-16,Senior Editor,Retail,Mass Customer,N,100,Yes,4.0
3708,Lois,Laskey,Female,72,1963-05-15,Cost Accountant,Financial Services,Mass Customer,N,-100,No,19.0
3709,Lilly,Roubay,Female,31,1955-03-31,GIS Technical Architect,Health,Mass Customer,N,â©testâ©,No,8.0
3710,Sallyann,Stangoe,Female,12,1974-08-22,Physical Therapy Assistant,,Mass Customer,N,"'""''''""",No,13.0
3711,Ellene,Scinelli,Female,61,1961-05-04,Associate Professor,Manufacturing,Affluent Customer,N,0/0,Yes,9.0
3712,Esmeralda,Klousner,Female,22,1957-07-12,Recruiting Manager,Financial Services,Mass Customer,N,â¦testâ§,No,19.0
3713,Cynthy,Snoad,Female,72,1993-02-03,,Telecommunications,High Net Worth,N,á ,Yes,8.0
3714,Lemuel,Gerram,Male,83,1962-03-30,VP Sales,Manufacturing,Mass Customer,N,1/0,No,6.0
3715,Willow,Rusbridge,Female,19,1974-11-08,Computer Systems Analyst I,Argiculture,High Net Worth,N,"<>?:""{}|_+",Yes,10.0
3716,Kari,Bamlett,Female,81,1998-08-24,,Retail,Affluent Customer,N,ã,No,1.0
3717,Arlin,Woollacott,Male,88,1958-12-07,Senior Financial Analyst,Financial Services,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",Yes,18.0
3718,Damiano,,,22,,Geologist IV,IT,Mass Customer,N,,Yes,
3719,Dorette,Attridge,Female,26,1956-10-19,Sales Representative,Retail,Mass Customer,N,âââ,No,6.0
3720,Adelice,Tams,Female,23,1972-08-15,,,Mass Customer,N,â¡,No,15.0
3721,Merrili,Potticary,Female,84,1994-10-13,Senior Quality Engineer,Financial Services,Mass Customer,N,",./;'[]\-=",Yes,7.0
3722,Merilee,Hammerson,Female,69,1975-11-07,,Retail,Mass Customer,N,ðµ ð ð ð,No,7.0
3723,Justine,Pirt,Female,31,1993-10-22,Accountant II,Financial Services,High Net Worth,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,7.0
3724,Griffith,Minor,Male,24,1976-03-23,,IT,Affluent Customer,N,,No,9.0
3725,Elisha,Venny,Male,37,1970-07-21,Research Assistant II,,Mass Customer,N,ð¾ ð ð ð ð ð ð ð,Yes,5.0
3726,Ange,Austick,Female,36,1976-06-17,GIS Technical Architect,Property,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,19.0
3727,Eba,Youle,,65,,Assistant Professor,IT,Mass Customer,N,,No,
3728,Chanda,Garmons,Female,27,1986-09-01,Technical Writer,Property,Affluent Customer,N,,Yes,21.0
3729,Armand,McNish,Male,6,1960-12-16,Financial Analyst,Financial Services,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,19.0
3730,Joann,Clemson,Female,85,1960-02-18,Junior Executive,Manufacturing,Affluent Customer,N,../../../../../../../../../../../etc/passwd%00,No,6.0
3731,Jandy,Rodgers,Female,91,1991-10-27,Chief Design Engineer,,Mass Customer,N,,No,8.0
3732,Shawn,De Hooge,Female,47,1992-06-07,Research Associate,Manufacturing,Mass Customer,N,100,No,2.0
3733,Shelden,Rodenburg,Male,70,1977-11-01,,,Mass Customer,N,â°â´âµ,No,11.0
3734,Trixi,Wickes,Female,46,1977-01-07,Help Desk Technician,Manufacturing,Mass Customer,N,-100,No,21.0
3735,Cchaddie,Heffron,Male,91,1961-12-02,Senior Quality Engineer,Entertainment,Mass Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,15.0
3736,Charles,Brounfield,Male,64,1992-03-13,Senior Developer,Argiculture,Mass Customer,N,',Yes,10.0
3737,Elyssa,De Witt,Female,86,1981-03-21,Design Engineer,Manufacturing,Affluent Customer,N,1'; DROP TABLE users--,No,8.0
3738,Lucila,Smalls,Female,19,1959-12-19,Professor,Financial Services,High Net Worth,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,19.0
3739,Gates,Nelthorpe,Female,59,1991-08-27,Environmental Tech,IT,High Net Worth,N,"""'",No,5.0
3740,Rania,Poulter,Female,82,1979-12-03,Dental Hygienist,Health,Mass Customer,N,Ù¡Ù¢Ù£,No,8.0
3741,Mollee,Jeavons,Female,19,1970-02-01,Nurse,,Affluent Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,16.0
3742,Veda,Faill,Female,79,1961-11-09,Editor,Property,High Net Worth,N,â°â´âµâââ,Yes,16.0
3743,Riki,Aimable,Female,85,1986-08-02,Tax Accountant,Property,Mass Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,22.0
3744,Franchot,Loeber,Male,57,1981-01-05,,Financial Services,Mass Customer,N,-0.5,Yes,9.0
3745,Randy,Duligall,Female,90,1977-12-05,Dental Hygienist,Health,Mass Customer,N,ï»¿,Yes,20.0
3746,Thaddeus,McLurg,Male,64,1961-09-01,Developer II,,Affluent Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,Yes,16.0
3747,Valerye,Yukhtin,Female,8,1990-02-24,Web Developer IV,Manufacturing,Mass Customer,N,1,Yes,10.0
3748,Maurise,Beal,Male,82,1956-01-10,Staff Scientist,,Affluent Customer,N,åè£½æ¼¢èª,Yes,18.0
3749,Blondelle,Swynley,Female,3,2001-04-21,,IT,Affluent Customer,N,!@#$%^&*(),No,1.0
3750,Yanaton,Beacom,Male,78,1972-04-14,Chemical Engineer,Manufacturing,Affluent Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,Yes,6.0
3751,Millicent,Nacci,Female,44,1978-12-28,Environmental Specialist,,Affluent Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,13.0
3752,Peta,Nunes Nabarro,Female,67,1961-09-15,Administrative Assistant I,Argiculture,Affluent Customer,N,,Yes,16.0
3753,Ebony,Peagrim,Female,16,1997-08-21,Office Assistant II,Manufacturing,Mass Customer,N,â¦testâ§,No,3.0
3754,Emmy,MacGibbon,Female,74,1961-02-16,,Telecommunications,Mass Customer,N,-100,No,19.0
3755,Stephen,Garnar,Male,38,1994-05-10,Chief Design Engineer,Financial Services,High Net Worth,N,nil,Yes,7.0
3756,Barry,,Male,22,1977-07-08,,,Affluent Customer,N,-1,No,10.0
3757,Hyacinthia,Crain,Female,75,1999-09-12,Information Systems Manager,,Affluent Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),No,2.0
3758,Naomi,Whiles,Female,71,1959-07-30,Recruiting Manager,Telecommunications,Mass Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,Yes,12.0
3759,Sue,Batstone,Female,68,1995-03-04,Programmer IV,Property,Mass Customer,N,â°â´âµ,Yes,4.0
3760,Bryana,Vennart,Female,73,1976-06-09,,Financial Services,Mass Customer,N,â£,No,18.0
3761,Zarla,Seyers,Female,87,1973-07-20,Biostatistician II,Telecommunications,Mass Customer,N,<script>alert('hi')</script>,Yes,13.0
3762,Marinna,Ors,Female,48,1967-03-22,,Property,Mass Customer,N,nil,No,14.0
3763,Law,Jore,Male,37,1981-01-27,Quality Control Specialist,,Affluent Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,20.0
3764,Nonie,Newson,Female,29,1957-05-06,Cost Accountant,Financial Services,Mass Customer,N,,Yes,15.0
3765,Bobbe,Lomaz,Female,20,1963-06-01,Automation Specialist IV,Property,Mass Customer,N,ð©ð½,No,18.0
3766,Marcos,Algar,Male,47,1970-04-13,Desktop Support Technician,Financial Services,Mass Customer,N,"<>?:""{}|_+",Yes,19.0
3767,Man,Bigglestone,Male,25,1982-09-14,Web Developer IV,,High Net Worth,N,"'""''''""",No,16.0
3768,Christina,Grevatt,Female,44,1971-01-17,Senior Financial Analyst,Financial Services,Mass Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,Yes,14.0
3769,Kerry,Wooldridge,Male,40,1993-01-19,Desktop Support Technician,Health,High Net Worth,N,-1,Yes,5.0
3770,Caddric,Ruddiforth,Male,54,1988-02-02,Legal Assistant,Argiculture,Mass Customer,N,"""'",No,17.0
3771,Pippy,Matysiak,Female,78,1974-09-08,Electrical Engineer,Manufacturing,Mass Customer,N,1,No,17.0
3772,Anselma,Rennie,Female,45,1999-02-07,Physical Therapy Assistant,Manufacturing,Mass Customer,N,"'""''''""",Yes,2.0
3773,Wadsworth,Ruselin,Male,44,1976-02-06,Accountant I,,Affluent Customer,N,<script>alert('hi')</script>,Yes,18.0
3774,Elizabeth,Christy,Female,38,1998-11-07,Statistician I,Property,High Net Worth,N,100,No,2.0
3775,Avie,Cleator,Female,16,1985-02-13,,Health,Affluent Customer,N,-100,No,8.0
3776,Kennie,Baszniak,Male,46,1977-05-02,Recruiter,Retail,Mass Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,19.0
3777,Letty,Giacobelli,Female,13,1969-06-12,Cost Accountant,Financial Services,High Net Worth,N,ì¬íê³¼íì ì´íì°êµ¬ì,Yes,6.0
3778,Ilaire,Redborn,Male,99,1971-06-09,Dental Hygienist,Health,High Net Worth,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",No,10.0
3779,Ulick,Daspar,,68,,,IT,Affluent Customer,N,,No,
3780,Mitchel,Bellefant,Male,10,1993-11-01,Desktop Support Technician,Financial Services,High Net Worth,N,1,No,8.0
3781,Karalee,Hosten,Female,30,1961-10-16,Graphic Designer,Retail,Mass Customer,N,â°â´âµâââ,Yes,12.0
3782,Elijah,Drillot,Male,12,1973-06-13,Environmental Specialist,Financial Services,Mass Customer,N,ï¼ï¼ï¼,No,11.0
3783,Eachelle,Girardey,Female,61,1974-08-29,Compensation Analyst,Financial Services,Mass Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,7.0
3784,Davie,Moscon,Male,56,1983-06-04,,Financial Services,High Net Worth,N,1,No,13.0
3785,Fernande,Jahan,Female,93,1969-04-09,Compensation Analyst,Financial Services,Affluent Customer,N,â°â´âµâââ,No,14.0
3786,Barnie,Blenkensop,Male,12,1985-12-28,Systems Administrator IV,,High Net Worth,N,ã»(ï¿£âï¿£)ã»:*:,No,22.0
3787,Mariejeanne,Kelling,Female,1,1965-10-06,Systems Administrator III,Manufacturing,High Net Worth,N,âªâªtestâª,No,6.0
3788,Wilie,Glanton,Female,73,1962-07-21,Environmental Specialist,Financial Services,Mass Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,18.0
3789,Conn,Westberg,Male,52,1956-08-08,Civil Engineer,Manufacturing,Mass Customer,N,ðµ ð ð ð,Yes,6.0
3790,Kurtis,Morson,Male,91,1959-05-31,Senior Editor,Retail,Mass Customer,Y,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,Yes,9.0
3791,Bertrand,Sissons,Male,17,1993-05-26,Quality Control Specialist,Health,Affluent Customer,N,,No,6.0
3792,Ingunna,Loxston,Female,81,1976-04-16,VP Marketing,Financial Services,Affluent Customer,N,2018-02-01 00:00:00,Yes,5.0
3793,Shannen,Pitcock,Female,49,1957-05-12,Engineer IV,,Affluent Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,Yes,15.0
3794,Dorrie,Paige,Female,47,1994-07-06,,IT,Mass Customer,N,1/0,No,2.0
3795,Taylor,Dollimore,Male,88,1956-06-24,Systems Administrator III,Argiculture,High Net Worth,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,5.0
3796,Morgen,Sieghart,Male,51,1965-07-27,Paralegal,Financial Services,Mass Customer,N,1000000000000000049861653971908893017010268485438462151574892930611988399099305815384459015356416,Yes,9.0
3797,Kriste,Oldall,Female,76,1979-08-18,Occupational Therapist,Health,Affluent Customer,N,"<>?:""{}|_+",Yes,4.0
3798,Yorker,Dennison,Male,13,1968-02-22,,Manufacturing,Mass Customer,N,1000000000000000049861653971908893017010268485438462151574892930611988399099305815384459015356416,Yes,17.0
3799,Violetta,Monnery,Female,94,1971-01-28,Tax Accountant,Property,High Net Worth,N,",./;'[]\-=",No,18.0
3800,Morena,Ayer,Female,19,1980-10-28,Environmental Tech,,High Net Worth,N,é¨è½æ ¼,No,15.0
3801,Auberta,Andrault,Female,76,1971-03-06,Research Nurse,Health,Mass Customer,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",Yes,17.0
